attraction_id,mission,level,근력,근지구력,유연성,심폐지구력,민첩성,순발력,평형성
3080622,"코어 운동을 5종목 선정해 15분 동안 릴레이 형식으로 수행하기",5,0,1,0,0,0,0,1
3080622,"자신의 최대 점프 높이를 측정하고 기록하기",2,0,0,0,0,1,1,0
3080622,"전신 구간 트레이닝을 30분 동안 진행하며 각 스테이션에서 짧은 사진 촬영하기",3,1,0,0,1,0,0,0
1604580,"전통염료식물원 내 특정 식물까지 걸어간 후 해당 식물에 대한 이야기를 나누며 사진 찍기",3,1,0,0,1,0,0,0
1604580,"식물원 내에서 총 5종의 염료식물 찾아 사진 촬영하기",4,0,0,1,0,1,0,0
1604580,"선택한 3종의 염료식물로 자연을 배경으로 포즈 취하고 사진 찍기",3,0,0,1,0,0,0,1
1604580,"다양한 염료식물 소개를 들은 후 그 식물들에 대해 친구에게 설명해주기",2,0,1,1,0,0,0,0
1604580,"식물원 내에 있는 가장 큰 나무를 찾아 그 옆에서 다양한 자세로 사진 찍기",3,1,0,0,1,0,0,0
2591829,"이씨레물리노공원 내 산책로를 따라 걷고 다양한 포즈로 사진 찍기",3,0,0,1,1,0,0,0
2591829,"공원에서 지정된 장소까지 달리고 해당 장소에서 점프 사진 찍기",4,0,0,0,1,0,1,0
2591829,"이씨레물리노공원에서 벤치에 앉아 스트레칭 동작을 이어가며 사진 찍기",2,0,0,1,0,0,0,1
2591829,"주변 나무를 이용해 장애물 코스를 만들고 회피하며 달리기",5,0,0,0,0,1,1,0
2591829,"이씨레물리노공원 내 산책로를 따라 걷고 중간중간 스쿼트 동작하기",3,1,0,0,1,0,0,0
3065955,"우이동 만남의 광장에서 지정된 지역을 탐험하며 특정 랜드마크를 찾아 사진 찍기",3,0,1,0,0,1,0,0
3065955,"만남의 광장에서 다양한 포즈로 사진을 촬영하며 간단한 스트레칭 운동하기",2,0,0,1,1,0,0,0
3065955,"광장에서 주변 사람들과 짧은 릴레이 경주 미션 진행하기",4,0,0,0,1,0,1,0
3065955,"우이동 만남의 광장에서 친구들과 함께 숨바꼭질을 하며 이동하기",3,0,1,0,0,1,0,0
3065955,"광장에서 정해진 시간 내에 제자리에서 다양한 운동(스쿼트, 점프 등)하기",5,1,0,0,1,0,0,0
2753094,"목5동성당 주변 공원에서 조깅하며 사진 찍기",3,0,1,0,1,0,0,0
2753094,"목5동성당 앞에서 다양한 신체 포즈로 사진 찍기",2,0,0,1,0,0,0,1
2753094,"목5동성당 주변의 조각상 탐험 후 사진 찍기",3,0,0,1,0,1,0,0
2753094,"목5동성당 주변 길을 따라 트레킹하며 경치 감상하기",4,0,1,0,1,0,0,0
2753094,"목5동성당 앞에서 스트레칭 후 다양한 포즈로 인증샷 찍기",2,1,0,1,0,0,0,0
2793186,"국악사랑에서 전통 악기를 찾아 사진 찍고 연주해보기",4,0,1,1,0,0,0,0
2793186,"국악사랑 내의 특정 지점까지 이동하며 전통 음악의 흥겨운 리듬에 맞춰 춤추기",5,0,0,0,1,0,1,0
2793186,"전통 음악의 다양한 춤 동작을 따라하며 서로의 모습 촬영하기",3,0,0,0,0,1,0,1
2793186,"국악사랑에서 제공하는 전통 무용을 체험하며 사진 찍기",4,0,1,1,0,0,0,0
2793186,"국악사랑 주변에서 진행되는 문화 행사에 참여하여 다양한 포즈로 인증샷 남기기",3,0,0,0,1,1,0,0
1829821,"유관순열사상 주위에서 스프린트하며 랜드마크 사진 찍기",3,0,0,0,1,0,1,0
1829821,"유관순열사상 주변을 돌며 다양한 포즈로 사진 촬영하기",2,0,0,1,0,1,0,0
1829821,"유관순열사상 방향으로 일정 거리 트레킹 후 기념 사진 촬영하기",4,1,0,0,1,0,0,0
1829821,"유관순열사상 앞에서 특정 단어를 몸으로 표현하고 사진 찍기",3,0,0,1,0,0,0,1
1829821,"제한 시간 내에 유관순열사상 주위를 뛰어다니며 사진 찍기",5,0,0,0,1,0,1,0
1845253,"서울교통공사 차량기지 내에서 특정한 차량을 찾아 사진 촬영하기",3,0,0,0,0,1,1,0
1845253,"차량기지 주변을 걸으며 다양한 포즈로 사진 찍기",2,1,0,0,1,0,0,0
1845253,"정해진 시간 내에 차량기지의 여러 지점을 순환해 체크인 하기",4,0,1,0,1,0,0,0
1845253,"차량기지 내에서 차량 관련 퀴즈를 풀고 다음 지점으로 이동하기",3,0,0,1,0,0,0,1
1845253,"차량기지 주변에서 친구와 함께 점프샷 사진 찍기",2,1,0,0,0,0,1,0
2733969,"과학동아천문대 주변을 트레킹하며 다양한 별자리 포즈로 사진 찍기",4,1,0,0,1,0,0,0
2733969,"천문대 캠프에서 별을 주제로 한 스토리를 몸으로 표현해 사진 촬영하기",3,0,0,1,0,0,0,1
2733969,"천문대 주위를 탐험하며 체크포인트 (특정 조형물 등)를 모두 찾아 사진 찍기",4,0,0,0,1,1,0,0
2733969,"주어진 시간 내 천문대의 구역을 탐험하며 서로 다른 천체에 대한 퀴즈 풀기",2,0,0,1,1,0,0,0
2733969,"천문대 근처에서 친구와 함께 달과 별을 주제로 한 포즈로 사진 찍기",3,0,0,1,0,0,1,0
1826438,"경찰혼의 산책로를 따라 걷고 중간에 계단을 올라가 다양한 포즈로 사진 찍기",4,1,0,0,1,0,0,0
1826438,"경찰혼 주위의 나무 사이를 달리며 장애물 피하기 게임 해보기",3,0,0,0,0,1,1,0
1826438,"경찰혼의 정원에서 자연을 느끼며 스쿼트하며 사진 찍기",5,1,0,0,1,0,0,0
1826438,"경찰혼 주변에서 다양한 높이의 벤치에서 딥스 해보기",4,1,0,0,0,0,0,1
1826438,"경찰혼 가는 길에 다양한 포즈를 취하며 친구와 사진 찍기",2,0,0,1,1,0,0,0
3060931,"천마근린공원에서 산책하며 다양한 동물 모양의 포즈로 사진 찍기",2,0,0,1,1,0,0,0
3060931,"공원의 특정 코스를 따라 뛰어가며 체크포인트에서 인증 사진 찍기",4,0,0,0,1,1,0,0
3060931,"천마근린공원 내 운동기구를 이용해 스트레칭과 간단한 운동 후 사진 찍기",3,1,0,1,0,0,0,0
3060931,"천마근린공원에서 친구와 함께 릴레이로 짧은 코스를 뛰어가기",5,0,1,0,0,0,1,0
3060931,"공원 내 벤치에 앉아 각기 다른 포즈로 친구와 사진 촬영하기",2,0,0,1,0,0,0,1
1164746,"전통문화체험관에서 전통적인 놀이를 배워서 친구와 함께 시연하기",3,1,0,0,0,1,0,0
1164746,"체험관에서 제공되는 전통 의상을 입고 다양한 위치에서 사진 촬영하기",4,0,0,1,0,0,0,1
1164746,"전통문화체험관 주위를 돌아다니며 숨은 랜드마크를 찾아서 인증 사진 찍기",3,0,0,0,1,1,0,0
1164746,"전통 공예 체험을 통해 자신의 작품을 제작하고 결과물을 친구에게 자랑하기",4,0,1,1,0,0,0,0
1164746,"제한 시간 내에 전통 악기를 연주하며 영상 촬영하기",5,0,0,0,0,0,1,1
761181,"T.um의 가상현실 존에서 특정 게임을 선택하고 5분간 플레이한 후 스코어 인증하기.",3,0,0,0,1,1,0,0
761181,"증강현실 체험존에서 주어진 미션을 수행하고 사진 촬영하기.",4,0,0,0,1,0,1,0
761181,"로봇 체험 구역에서 로봇과 함께 춤춰 다양한 포즈로 사진 찍기.",3,0,0,1,0,0,0,0
761181,"스마트 기술을 활용해 미션 완료 후 인증 사진 찍고 블로그에 공유하기.",5,1,0,0,0,1,0,0
761181,"T.um의 전시물 중 하나를 선택하고 그에 대한 설명을 신속하게 발표하기.",4,0,0,0,1,0,1,0
970636,"이촌한강공원에서 자전거를 타고 한 바퀴 돌며 다양한 경치를 사진으로 담기",3,1,0,0,1,0,0,0
970636,"한강공원 산책로를 따라 뛰면서 보이는 랜드마크 사진 찍기",4,0,0,0,1,1,0,0
970636,"이촌한강공원을 따라 트레킹하며 정해진 장소에서 스트레칭 자세 취하기",3,0,1,1,0,0,0,0
970636,"친구와 함께 짧은 릴레이를 하며 한강변의 벤치를 목표로 달리기",5,0,0,0,1,0,1,0
970636,"한강 공원에서 주어진 시간 내에 다양한 운동 기구를 사용해 운동하고 인증 사진 찍기",4,1,0,1,0,0,0,0
2753103,"대림어린이공원 내 다양한 놀이기구를 순서대로 타고 사진 촬영하기",3,0,1,0,0,0,1,0
2753103,"대림어린이공원의 특정 장소에서 친구와 함께 다양한 포즈로 사진 찍기",2,0,0,1,0,0,0,1
2753103,"대림어린이공원의 산책로를 따라 달리며 경치 감상하기",4,1,0,0,1,0,0,0
2753103,"특정 놀이기구를 이용해 5번 연속 놀이하기",3,1,0,0,0,0,1,0
2753103,"모래놀이 공간에서 모래로 조형물을 만들고 사진 찍기",2,1,0,1,0,0,0,0
2661483,"배봉산 정상까지 올라간 후, 정상에서 다양한 포즈로 사진 찍기",3,1,0,0,1,0,0,0
2661483,"배봉산 구간 트레킹하며 중간중간 숨겨진 포토존에서 사진 찍기",4,0,1,1,0,0,0,0
2661483,"배봉산을 따라 트레킹하며 자연의 소리를 녹음하기",2,0,0,0,1,1,0,0
2661483,"배봉산 정상에서 주변 풍경을 배경으로 친구와 하이파이브 사진 찍기",5,0,0,1,0,1,0,0
2661483,"배봉산의 다양한 경로를 따라 점프하며 이동하기",3,1,0,0,0,0,1,0
3006915,"등나무근린공원 내의 산책로를 따라 최대한 빠르게 걷기",3,0,1,0,1,0,0,0
3006915,"공원 내 벤치에서 다양한 스트레칭 동작을 담은 사진 찍기",2,0,0,1,0,0,0,1
3006915,"공원 내 특정 정원까지 뛰어가고 꽃과 함께 사진 찍기",4,0,0,0,1,0,1,0
3006915,"등나무 아래에서 친구와 함께 릴레이로 5바퀴 돌기",5,0,1,0,0,1,0,0
3006915,"공원의 다양한 조형물 앞에서 다양한 포즈로 사진 찍기",3,0,0,1,0,1,0,0
1606009,"삼청동 오위장 김춘영가옥 주변을 탐방하며 각 장소에서 인증 사진 찍기",3,0,0,0,1,1,0,0
1606009,"해당 장소에서 자전거를 타고 근처 카페로 이동하기",4,0,1,0,1,0,0,0
1606009,"오위장 단에서 다양한 포즈로 사진 찍기",2,0,0,1,0,0,0,1
1606009,"근처 전통 시장까지 빠르게 걷기 경주하기",3,0,0,0,1,0,1,0
1606009,"삼청동 길을 따라 친구와 함께 손잡고 포즈 취하기",3,0,0,1,0,1,0,0
1829827,"의열사 주변을 돌면서 국립중앙박물관까지 걷고 경치 사진찍기",3,0,1,0,1,0,0,0
1829827,"의열사에서 세 가지 다른 포즈로 사진찍고 각 포즈에 대한 설명하기",4,0,0,1,0,0,1,0
1829827,"의열사 인근에서 다양한 식물 이름 알아내고 사진 찍기",2,0,0,1,0,1,0,0
1829827,"의열사 주변 산책로를 따라 10분간 달리기",4,1,0,0,1,0,0,0
1829827,"의열사에서 친구와 함께 짧은 레이스를 하여 먼저 도착하기",5,0,0,0,0,1,1,0
749355,"홍어거리를 따라 트레킹하며 다양한 포즈로 사진 찍기",3,1,0,0,1,0,0,0
749355,"홍어거리의 식당들에서 특정 메뉴(예: 홍어) 찾기 레이스",4,0,0,0,0,1,1,0
749355,"홍어거리에서 거리의 다양한 랜드마크를 찾아 사진 찍기",3,0,0,1,0,1,0,0
749355,"주변 카페에서 제공되는 음료를 이용해 다양한 스탬프 모으기",2,0,1,0,1,0,0,0
749355,"홍어거리에서 친구와 하이파이브 후 일정 구역까지 달리기",4,0,0,0,1,0,1,0
2553876,"세운상가 내 다양한 상점 사이를 돌아다니며 원하는 상품을 찾아 사진 촬영하기",3,0,0,1,0,1,0,0
2553876,"세운상가의 특별한 디스플레이를 따라가며 지정된 시간을 맞추어 모든 구역 탐방하기",4,0,1,0,1,0,0,0
2553876,"세운상가 내 검색한 물건의 정보를 바탕으로 간단한 퀴즈를 풀며 이동하기",3,0,0,1,0,0,0,1
2553876,"세운상가의 인기 있는 장소 앞에서 다양한 표정으로 셀카 촬영하기",2,0,0,1,0,0,1,0
2553876,"세운상가의 복잡한 지도를 참고하여 정해진 시간 안에 최대한 많은 매장을 방문하기",5,0,0,0,1,1,0,0
2667611,"이대거리에서 다양한 카페를 탐방하며 한 번에 5개의 카페 사진 찍기",3,0,0,0,1,1,0,0
2667611,"이대거리의 여러 스폿을 찾아가며 제일 빠르게 이동하기",4,0,0,0,0,1,1,0
2667611,"이대거리에서 스트레칭을 하며 사진 찍기",2,0,0,1,0,0,0,1
