attraction_id,mission,level,근력,근지구력,유연성,심폐지구력,민첩성,순발력,평형성
4375,126499의 통로에서 에어로빅 운동 30분 하기.,4,0,1,0,1,0,0,0
4375,126499 근처의 계단에서 10회 오르내리기 후 다리 스트레칭 하기.,5,1,0,1,0,0,0,0
4375,126499의 야외 공간에서 팔굽혀펴기 20회 진행하기.,4,1,1,0,0,0,0,0
4274,주변 공원을 한 바퀴 걷고, 중간에 스트레칭을 하며 유연성을 기르기.,3,0,1,1,0,0,0,0
4274,주변의 언덕 정상까지 빠르게 올라가고, 정상에서 숨 고르기 후 사진 찍기.,4,1,0,0,1,0,0,0
4274,근처 카페 앞에서 5분 동안 제자리 뛰기 하고, 그 후 물 한 모금 마시기.,3,0,0,0,1,0,1,0
4274,동네에서 20회 스쿼트를 한 후, 주변의 벤치에서 잠깐 휴식하기.,4,1,1,0,0,0,0,0
4274,주변 상점에서 10분 동안 빠르게 걷기 및 다양한 물건 구경하기.,2,0,0,0,1,1,0,0
3883,주변 공원에서 20분 동안 조깅한 후 벤치에 앉아 스트레칭 기구를 사용하여 스트레칭하기,3,0,0,1,1,0,0,0
3883,근처 카페까지 빠르게 걷고, 카페에서 자신이 좋아하는 음료와 함께 인증샷 촬영하기,2,0,0,0,1,0,1,0
3883,2553960 지역의 명소를 돌아다니며 5가지 포즈로 사진 촬영하기,4,1,0,1,0,0,0,0
3883,주변 경로를 따라 사이클링 30분 진행하기,3,0,1,0,1,0,0,0
3883,주변의 작은 언덕을 오르고 내려가며 다양한 스쿼트 동작하기,5,1,0,0,0,1,0,0
